skill_name,cluster_id,cluster_size
perform environmental investigations,2677,2
breed-specific behaviour of horses,4379,1
conduct background research for plays,6094,1
assess moisture levels in tobacco leaves,944,2
blockchain architecture,2643,2
global navigation satellite system performance parameters,5492,1
types of tile adhesive,2907,2
organise weight of loads according to lifting equipment capacity,2736,1
perform debt investigation,758,2
leasing process,4993,2
advise on dating,1788,2
stuff toys,5713,1
use stenotype machines,1750,1
use codes to communicate with taxi drivers,5502,1
cleaning industry health and safety measures,3178,2
manage canopy,5263,1
supervise performers' fights,1635,2
tally lumber,3607,2
animal welfare legislation,952,2
operate pumps in aquaculture facilities,2018,2
concentrate pulp slurry,2742,1
report on fuel distribution incidents,562,2
minerals prices,5507,1
reconstruct modified documents,2192,2
repair aircraft's body,2635,1
operate ride panel,2744,1
decentralized application frameworks,1334,2
neonatology,5476,1
evaluate clients' progress,2745,1
monitor quality of broadcasts,2442,2
maintain inventory of pesticides,5756,1
protect game,1377,1
produce harp components,5494,1
apply preservation treatments,1418,2
stock fish,652,2
guide drill pipes,2746,1
maintain vessel steering mechanisms,1200,2
roofing techniques,2162,2
identify characteristics of music,5500,1
build international relations,6003,1
test package,2611,1
maintain vineyard machinery,3051,2
electricity,8558,1
test solid discharges from oil centrifuge,4372,1
blockchain signature schemes,5532,1
perform manual work autonomously,2752,1
business incubation,5535,1
separate by-products of pressed cocoa,5684,1
geometry,5508,1
filing machine parts,1859,2
compile gis-data,5510,1
assist in kidney transplant,3109,1
documentation types,3548,1
supply machine,2109,2
manage treatment for hiv affected patients,5871,1
real-time computing,3765,1
follow safety precautions in work practices,56,8
identify patients' medical records,26,4
call witnesses,585,2
manipulate stainless steel,2594,1
electric clocks,2036,2
stock shelves,1184,1
consult technical resources,517,3
wash bicycles,3428,1
perform pathology consultations,2760,1
give constructive feedback,3358,1
political economy,3680,2
greet guests,3439,1
allocate locker space,5526,1
reproduce documents,2762,1
monitor waste treatment equipment,1034,2
utilise computer-aided software engineering tools,2188,2
design process,441,2
operate malt intake systems,695,1
make-up techniques,6314,2
operate airport control tower,5405,1
educate people about nature,2143,2
apply foot casts,2765,1
tend fans for machines,3775,1
archive documentation related to work,2903,2
read hallmarks,6083,1
develop vaccines,732,2
venereology,5539,1
"hardware, plumbing and heating equipment products",1370,2
web based collaborative platforms,2770,1
manage truck drivers,2459,1
marine technology,3794,2
consult on malt beverages,1271,1
follow manufacturer guidelines in use of airport equipment,1074,2
soil mechanics,896,3
perform educational testing,2415,1
upholstery tools,5496,1
types of drill bits,6197,1
provide customer guidance on product selection,2623,1
conduct small vessel operation start-up procedures,2774,1
inspect tidal stream generators,3056,2
install automatically opening door,5600,1
advise on efficiency improvements,5551,1
determine itineraries of bulk trucks,4555,1
implement workplace drug policies,5553,1
operate maritime lifting equipment,2235,2
check durability of wood materials,1024,2
match venues with performers,2777,1
monitor crew members operating engines,2778,1
audit closed vehicle rental contracts,6791,1
maintain system layout for a production,5775,1
teach engineering principles,2818,2
operate circular saw,1004,2
manage airport vehicle licences,5593,1
develop health and safety strategies in mining,631,2
assemble bombs,5564,1
manage well interaction,2781,1
floriculture,1491,2
restore natural environment after drilling proofs,7242,1
game theory,1367,1
keep personal administration,3306,2
prepare regional sweet dishes,4456,1
bicycle sharing systems,3314,1
perform pestel analysis,3047,1
replace knives,1800,2
keep updated on innovations in various business fields,6723,1
projection equipment,2602,3
install electronic communication equipment,1840,2
assemble visitor supplies,5577,1
develop social security programmes,1643,3
analyse scanned data of the body,5582,1
establish aquarium,2383,1
smart contract,3241,2
repair vessel electrical systems,3512,2
social work theory,411,3
perform services in a flexible manner,2790,1
evaluate training,5967,1
prepare sales checks,5766,1
select equipment required for moving activities,2509,1
design weirs,2669,1
implement dive plans,308,3
recognise blockchain risks,1856,1
ophthalmological examination methods,1222,2
reprography,6169,1
operate front loader,2169,1
write in conversational tone,3516,1
perform minor repairs to buildings' systems,2796,1
extract materials from furnace,1760,2
medical contrast agents,1065,2
use seismometers,612,2
operate paper press,1187,2
advise on animal purchase,3009,1
moodle,2190,1
green building standards,4374,2
set transport targets,2799,1
follow up on safety breaches,2729,1
follow ethical code of conduct in assessment situations,2800,1
mechatronics,1339,2
analyse customer service surveys,2801,1
signal cues to announcers,2035,1
apply food technology principles,4037,2
buff finished paintwork,2802,1
conduct spontaneous child deliveries,2840,1
conduct preoperative investigations,2804,1
types of lathe tools,1147,2
watch food product trends,1649,2
liaise with board members,1006,2
navigate european inland waterways,1581,2
road traffic laws,3430,2
retain record samples,1343,2
solve problems in gambling through digital means,541,2
build set constructions,3597,2
keep records of attendance,2724,1
manage sports events,1048,3
ensure parts packaging,4378,2
fuel distribution systems,2098,2
tend lathe,7216,2
algorithms,2769,1
adopt a person-centred approach to community arts,380,3
detect rail track malfunctions,3942,2
supervise movement of passengers,6106,2
monitor casino client satisfaction,4004,2
inspect scaffolding,5662,1
construction legal systems,5621,1
international security studies,5622,1
operate meteorological instruments,1130,2
manage ocean-going oil tankers,2895,2
perform pill branding,4973,1
develop an animal handling strategy,623,3
calculate optimal time for insemination,4083,1
image formation,1349,1
consult with technical staff,2998,1
prevent damage to utility infrastructure,6355,1
recommend clothing according to customer's measurements,5630,1
review closing procedures,2255,1
manage airport development resources,28,3
types of chocolate,2814,1
apply tramway regulations,6282,1
type on electronic devices,4654,1
outplacement,3949,1
use repair manuals,2816,1
assist with geophysical surveys,1949,2
dispose of sewage sludge,1676,2
prepare casting budget,4681,1
customise travel package,1216,2
obtain financial information,3388,1
perform image editing,1167,2
walloon,4203,2
unbind books,8613,1
create an artistic performance,955,3
handle wine sales,2271,1
maintain specified water characteristics,6189,1
delegate responsibilities,2821,1
conform with production requirements,1329,2
conduct fact finding,3469,1
design heat pump installations,2196,2
attach horseshoes,2057,1
develop forestry strategies,261,3
participate as observer in different types of audits in the food sector,2825,1
fortune-telling techniques,1407,1
use questioning techniques,5654,1
check finished vehicles for quality control,2497,2
centrifugal force,2826,1
education administration,195,3
regulations on substances,467,3
fill the mixing tank,3133,1
check water pressure,3702,2
use software tools for site modelling,2407,1
identify poisons,3255,1
keep records of work progress,579,2
ordain religious officials,5665,1
operate pumps,3289,4
instruct on set up of equipment,1081,2
cybernetics,2833,1
create media schedule,2834,1
make bids in forward auctions,2571,1
food dehydration processes,2205,2
scientific modelling,1812,2
javanese,4394,2
assess clients' drug and alcohol addictions,3816,1
colour glass,2837,1
conduct participatory research,2850,1
credit control processes,2838,1
perform body piercings,2406,1
launching of satellites into orbit,4207,1
perform test run,2916,1
create an airport master plan,1632,2
harmonise body movements,1012,1
use shorthand,821,2
ensure correct goods labelling,5425,1
emergency medicine,240,3
electrical engineering,865,2
concurrent estate,6975,1
support informed consent,801,2
sift powder,7683,1
teach economic principles,1919,2
gather information to substitute parts,2844,1
interpret graphical recordings of rail-flaw-detection machine,2088,2
perform risk analysis,417,4
adjust clothes,2845,1
compile railway signalling reports,5368,1
manage infection control in the facility,347,3
organise performance space,116,3
keywords in digital content,3302,1
nuclear reprocessing,3815,1
analyse marketplace competition in rental industry,2807,1
health and safety measures in transportation,1697,2
remove cotton from bale presser,4130,1
communication sciences,5576,3
assist in the conducting of flight checks,2261,2
ensure core uniformity,5725,1
operate laser cutting equipment,2240,2
monitor forage grazing plans,2864,1
smoke sensors,3802,1
inspect sport stadium,2174,1
perform live,2962,1
remove wax from honeycombs,5710,1
intensive care medicine,1737,2
construct working platform,5733,1
support service users to use technological aids,2855,1
create artificial light,2490,2
manage communications with food industry governmental bodies,2326,2
operate board slotting machine,5987,1
adapt training to labour market,4289,1
undertake inspections,1316,2
inspect casino floor,1428,1
electrical operation of trolley buses,6716,2
repair underground power cables,1225,2
assess crop damage,2860,1
advise on mining environmental issues,913,2
guarantee students' safety,2862,1
create artwork,180,3
test performance of power plants,5728,1
prepare resources for loading activities,4215,1
plan presence at professional events,1296,1
clean vending machines,5664,2
conduct clinical software research,1353,1
pregnancy,3923,2
recognise abnormalities on board,5732,1
carry out tendering,1746,2
appraise gemstones,1146,4
glassware products,1199,3
control production,5735,1
evaluate semen,2867,1
cancellation policies of service providers,2875,1
oracle data integrator,5757,1
assess animal's condition,82,3
promote youth work in the local community,1612,2
tend beverage gasifier equipment,2869,1
write research proposals,1278,3
set production kpi,5797,1
plan road fleet maintenance,2597,1
cultural geography,337,3
supervise site maintenance,2960,1
maintain dental station and operatory,7968,1
adjust planer,2562,1
assist visitors,1399,3
clean warehouse,1100,2
aircraft cargo capacity,1524,2
select scripts,2873,1
tend fibreglass machine,1469,2
track shipments,448,4
prepare inventory of properties,5930,1
prepare sound equipment on stage,2648,2
use software design patterns,2983,2
astronomy,2876,1
foreign languages for international careers,511,2
motion capture,2861,2
monitor organisation climate,2887,1
ergonomics in footwear and leather goods design,2687,1
sawing techniques,1437,1
fishing industry,4958,2
redistribute wagered money,9254,1
manage youth information services,2854,2
seal flooring,3991,1
research passenger needs,2683,1
compose music,2878,2
manure aquaculture ponds,4617,2
assist employee health programmes,4295,1
prepare training events for teachers,2883,1
prescribe topical therapy,6156,1
drive waste collection vehicle,3605,2
psychiatry,2276,2
solid mechanics,2886,1
fisheries legislation,423,3
maintain data entry requirements,3546,1
work in conveyor belts in food manufacturing,5901,1
maintain rotating equipment,2516,2
follow time cues,2888,1
adapt to new technology used in cars,1644,2
prolog (computer programming),4784,1
negotiate tourism experience purchases,3022,2
acclimatise timber,2891,1
search historical sources in archives,5246,1
perform milk control,927,2
organise a repertoire,2358,1
oversee cargo storage requirements,4068,1
present legislation proposition,4319,2
acquire system component,6486,1
evacuate people from buildings,954,3
foreign affairs policy development,1483,3
history of patient's psychotherapeutic problems,6400,1
international import export regulations,919,3
transmission towers,4528,1
assess harvesting impact on wildlife,2897,1
use it systems for commercial purposes,2898,1
allergology,5800,1
avoid tear-out in woodworking,1463,1
compile legal documents,1311,1
manage advocacy strategies,1527,3
take affidavits,4200,1
provide customized upholstery,5809,1
dispose soot from the sweeping process,2908,1
compute irrigation pressure,2905,1
warm marine glue,5988,1
design for organisational complexity,2906,1
identify physical characteristics of performer,3249,1
monitor automated machines,753,3
perform street interventions in social work,5685,1
assess risks and implications of a design,2711,1
manage website,5826,1
clear the bar at closing time,2695,1
international trade,3015,2
select spraying pressure,2909,1
participate in artistic mediation activities,5821,1
design database scheme,2560,1
use chimney sweeping equipment,935,3
cut insulation material to size,5836,1
conduct aviation auditing,3158,2
research fragrances,2090,3
create model,1168,1
keep sheet records,2913,1
use analytics for commercial purposes,2828,1
kiln types,2914,1
provide door security,2772,1
conduct inter-shift communication,5637,1
communicate professionally with colleagues in other fields,3416,1
follow directions of the artistic director,1452,1
perform street cleaning manually,136,3
vegetation control,6065,1
operate various kinds of grass maintenance equipment,1773,3
vertical markets,5000,1
apply coating to electrical equipment,5838,1
involve service users and carers in care planning,5877,1
fabric types,1695,2
manufacturing of pumps and compressors,3513,1
operate a lighting console,1448,1
assess felled timber volume,4449,2
perform military operations,701,2
types of containers,2920,1
perform laboratory tests on footwear or leather goods,3565,2
keep up to date with diagnostic innovations,2930,1
demography,1765,1
understand artistic concepts,1735,4
record jewel weight,3067,1
deburring processes,2923,1
produce organ components,5578,1
draw up rehearsal notes,2868,1
haul cement,1461,1
wash the laundry,1254,2
post-process of food,3549,1
pump insulation beads into cavities,7362,1
reduce business mobility costs,2940,1
"browse, search and filter data, information and digital content",5853,1
search for a suitable filming location,2761,1
create chimney inspection reports,4230,2
test visual acuity,2135,1
plant care products,1123,2
conduct guest soloists,2847,2
demonstrate loyalty,2726,1
gdpr,2942,1
supervise event staff,3878,2
collect visitor fees,2929,1
inspect binding work,2444,1
call quality assurance management,1580,2
inland waterway police regulations,3097,2
decommissioning,1943,1
talent management strategies,5863,1
check carriages,2138,2
explain types of coagulation disorders,6380,1
develop policies for nutritional programs,4080,3
building automation,1263,1
maintain cage nets,1446,2
connect oil well heads,2933,1
treat snoring problems,6079,1
supervise housekeeping operations,4137,2
connect armature windings,2948,1
sex education,5872,1
operate a forecourt site,5924,1
smooth glass surface,7013,2
create jewellery,445,8
standards of track geometry,1477,2
measure furnace temperature,3747,2
medical dispatch,2939,1
contribute to the development of a creative choreography,149,3
monitor developments in technology used for design,2103,2
prepare dairy products for use in a dish,2830,2
ensure vehicle preparation for pick-up,1264,1
repair furniture frames,4621,2
set colour profiles,6014,1
"empower individuals, families and groups",5884,1
use communication techniques,980,4
execute working instructions,2941,1
plan future capacity requirements,2286,1
manage freight payment methods,2945,1
represent religious institution,1751,2
collect reproductive cells,2958,1
operate drying blowers,3616,1
pascal (computer programming),2949,1
public finance,3522,2
operate automated optical inspection machine,3214,2
remove contaminated materials,1154,3
blockchain applications,48,3
discern written communication,2963,1
hydrocarbon isomerisation processes,7962,1
perform data analysis,4407,2
check for damaged items,4726,2
develop magic show concepts,2149,1
gastroenterology,2061,2
solder electronics,4128,2
assist the homeless,2779,1
metasploit,3188,1
counsel patients on improving hearing,1950,2
prepress processes,1388,1
promote animals,525,3
feed raw material into plant machinery,6365,1
maintain updated professional knowledge,2008,1
teach chemistry,2955,1
orthopaedics,4408,2
kosher meat,2682,2
hazard analysis and critical control points,2912,1
lean manufacturing,6434,1
calculate stairs rise and run,2967,1
use moulding techniques,1373,3
monitor flow of gum,5952,1
carry out repair of motorcycles,1973,2
negotiate contracts with event providers,2355,1
increase the impact of science on policy and society,5714,1
advise on social enterprise,1819,2
monitor developments used for food industry,3121,3
handle paperwork,5360,1
position v-belts on notching machine,2405,2
deal with patients' anxiety,2972,1
operate longwall mining equipment,3601,1
maintain moving constructions on stage,2309,2
knitting machine technology,1427,3
set up documentation control system,2964,1
household products,1459,2
clinical neurophysiology,1922,2
sustainable building design,3533,2
support patients to understand their conditions,852,3
perform classroom management,5934,1
install stretch ceiling,5938,1
work with hot nitrogen,2598,1
provide information on mortuary services,365,4
monitor goods movement,2968,1
translate strategy into operation,6203,1
inspect cables,5940,1
identify indicators of problem gambling,1617,3
wildfly,6375,1
characteristics of chemicals used for tanning,1473,1
maintain administrative records in the veterinary office,2976,2
dispose of soldering waste,4127,1
room aesthetics,2981,1
negotiate artistic productions,2386,2
manufacture knitted textiles,254,4
laser engraving methods,2197,2
fill sacks,2991,1
business requirements techniques,5660,2
make barrel heads,2974,1
electrical household appliances products,2426,2
maintain contract administration,4036,2
agroecology,4960,3
mechanical engineering,4090,2
neutralise sugar liquors,5972,1
keep task records,2977,1
mouth anatomy,3561,2
coordinate the allocation of mode s radars to interrogator codes,5975,1
footwear stitching techniques,179,3
coordinate purchasing activities,7746,1
host trade delegations,2839,1
document security incidents in the store,2978,1
write manuals,6653,1
education law,5960,1
sociology,730,3
ensure conformance to jewel design specifications,1457,1
metal thermal conductivity,160,2
protect employee rights,5965,1
apply wound dressings,4764,2
halal slaughtering practices,124,5
prepare milk samples,1778,2
perform clinical research in radiography,3195,2
manage crop production,3372,2
shiva (digital game creation systems),2997,1
advise on carbon emissions reduction,5064,1
apply permanent make-up,2987,1
district heating and cooling,1927,3
deploy cloud resource,4106,1
phytosanitary measures,3014,1
document museum collection,2627,3
communicate with others who are significant to service users,2990,1
observe abnormal fish behaviour,3198,1
handle seasonal sales,2992,1
prepare patients for dental treatment,115,4
mark designs on metal pieces,3953,2
survive at sea in the event of ship abandonment,1495,1
operate automated process control,2993,1
install railway detectors,4178,2
understand written french,1568,3
types of crosscut saws,2371,2
set up effective working relationships with other sports players,2315,2
apply wood kiln drying technologies,946,2
design graphics,218,3
collaborate to discuss treatment plans in psychotherapy,2995,1
adhere to standards of national and international safety programmes,762,4
apply coating to patterns,1064,1
types of stamping press,1103,2
cut slabs,2919,2
evaluate spatial information,1556,2
select artwork developed by staff members,2578,1
operate echo sounding equipment,7326,1
assess quality of services,104,3
apply forest legislation,2610,2
advise on maritime regulations,1148,3
read technical datasheet,6016,1
surface-mount technology,7755,1
add computer components,3001,1
free fatty acid elimination processes,6747,1
practise singing,1874,2
inspect carrier documents,6005,1
operate money-processing machine,3604,1
covert slivers into thread,4193,1
improve customer interaction,2328,2
develop aftersale policies,2502,2
add coils to ceramic work,3974,1
manage university department,2044,2
modify lifecasts,807,2
check the potential of second-hand merchandise,3639,2
supervise airside performance,6357,1
monitor customer service,3092,3
focus on passengers,3007,1
traditional wood caulking materials,2053,2
anger management,3538,2
maintain records of mining operations,3175,2
hardware industry,2722,1
types of wood chippers,1529,2
maintain burial records,4136,1
types of propellants,2166,2
media planning,1614,3
create flowchart diagram,6841,1
compression moulding machine parts,1063,3
instruct public,2047,2
enforce customer's debt repayment,1486,1
ultra-high temperature processing,6043,1
prepare syllabuses for vocational courses,2689,2
position straightening rolls,1506,1
occupational therapy theories,1272,2
energy micro-generation technologies,3016,1
interpret aerial photos of timber,6745,1
xquery,3381,1
assemble optoelectronics,3019,1
kali linux,2329,1
adjust video transmissions,2470,1
assess nature of injury in emergency,3020,1
provide library information,1208,1
report to the team leader,1057,1
manage loans,3476,2
set up basic recording,6044,1
carry out covert security observations,3850,2
monitor communication channels' performance,3152,1
work with healthcare users under medication,3569,2
medical sales industry,3024,1
clinical examinations in dietetics,1791,3
human-robot collaboration,6084,1
create innovative desserts,2127,2
monitor sales area for security reasons,1512,1
research livestock production,1009,3
document sharing procedures,5010,1
communicate with youth,1104,3
percolation,3023,1
develop ict test suite,2365,2
operate concrete casting machine,1513,1
unmoor vessels,3246,1
negotiate with social service stakeholders,2852,2
move rigging equipment,6062,1
identify stress points of customer interaction,3030,1
manage wine production,681,3
depreciation,4540,1
drive mobile heavy construction equipment,4239,1
create digital game characters,1516,1
transfer fish,3867,2
translate formulae into processes,3040,1
fish biology,2775,2
primary care,1412,1
liaise with crop growers,1484,2
solve problems,1718,2
emboss designs,253,3
observe confidentiality,4069,2
supervise camp operations,2776,2
inform customers of activity changes,3036,1
diagnose aquatic animals disease symptoms,2504,2
examine crime scenes,59,4
use ict ticketing system,2952,1
perform reconstructive plastic surgery,1531,2
determine child welfare,6078,1
crop production principles,1600,3
design building air tightness,3280,2
types of metal manufacturing processes,8011,1
review translation works,3131,1
measure call quality,323,3
commission set construction,3041,1
install automotive electrical equipment,1266,2
analyse cell cultures,6736,1
manage access programmes,2820,1
involve volunteers,2332,3
cryopreservation,2697,1
types of violins,1929,1
inform on toilet facilities malfunctions,1356,2
apply navy operation procedures,3897,2
load heavy items on pallets,2033,2
handle fish products,3052,4
crime victims' rights,52,3
types of insulation material,3400,1
hybrid control systems,2142,1
operate amusement rides,176,7
apply development process to footwear design,1073,3
filter wine,6100,1
web services,4291,1
assemble robots,1570,3
make reservations,705,2
develop dealership forecasts,1867,1
lead cast and crew,4346,1
meet building regulations,327,4
read books,6111,1
replace faucets,8076,1
apply latest sport science findings,6098,1
procure mechanical machinery,6780,2
geomatics,3055,1
issue drilling instructions,6119,1
coordinate the administration of a sports organisation,1487,4
collaborate on international energy projects,3071,1
operate nibbling equipment,2307,3
forecast organisational risks,6115,1
gemstone grading systems,1908,2
psychomotor therapy,3663,1
database management systems,2368,3
apply anti-oppressive practices,6123,1
manufacturing of light metal packaging,3059,1
screenwriting theories,4567,1
instruct animal owners,133,4
use t-brace,4097,1
yiddish,2454,2
locomotive brake applications,6124,1
monitor visitor tours,644,3
use functional neuroimaging,3061,1
analyse ict system,350,4
operate masonry power saw,6126,1
interact verbally in arabic,4602,2
microprocessors,3788,1
comply with pipeline transport regulations,46,3
provide comprehensive care for patients with surgical conditions,1911,3
operate dishwashing machine,2269,1
animal therapy,1594,3
apply medical first aid on board ship,1351,1
work with composers,3442,2
maintain work environments in a veterinary practice,1691,2
record jewel processing time,5770,1
design web-based courses,1533,1
design spatial layout of outdoor areas,5312,1
spine surgery,4656,1
assemble printed circuit boards,1998,2
monitor concrete curing process,1534,1
cold forging,630,3
pose nude,1352,1
perform cleaning activities in an environmentally friendly way,207,3
adjust the work to the venue,3343,1
train horses,1342,4
properties of textile materials,775,4
process applications,2709,1
comply with schedule,2754,1
develop improvements to the electrical systems,3073,1
mix ingredients with latex,1734,2
psychopathology,1906,3
make folding styles,4248,1
implement strategic management,2656,3
set up the controller of a machine,4187,2
intermodalism,5226,1
local waters of the port,3077,1
use laser therapy for skin conditions,3049,1
conveyancing,3078,1
monitor artwork market,6160,1
work in underwater chamber,3082,1
transfer animal embryos,4482,2
motion graphics,3079,1
provide food labelling expertise,962,3
develop chemical products,679,3
rehearse role,3080,1
manage system testing,4561,2
lift stacks of paper,1191,1
handle helpdesk problems,2810,1
mix spirit flavourings according to recipe,4570,1
teach communication to clients,3084,1
follow up accounts receivables,3058,1
circular economy,3099,1
maintain water distribution equipment,1801,3
imprint circuit design onto wafers,6331,1
create base for products,3083,1
tolerate sitting for long periods,1889,1
perform energy simulations,3088,1
think innovatively,5686,2
organise vehicle breakdown support,3000,1
source (digital game creation systems),2434,2
determine authorship of documents,5554,1
home decoration techniques,1284,1
anticipate foreseeable problems on the road,6186,1
prepare broadcasts,6342,1
apply hypno-psychotherapy,6276,1
perform laboratory testing on samples of animals,1054,3
table grapes manipulation,3094,1
ensure compliance with electricity distribution schedule,3359,2
write security reports,1546,1
microchip scanners,6202,1
place concrete forms,494,2
photogrammetry,3215,1
prepare intravenous packs,6193,1
oversee aircraft sensor and recording systems,1748,1
feed press cylinders,3096,1
plan events,875,4
manage production systems,5204,2
perform dating coaching,3098,1
defence standard procedures,3706,1
maintain artist flying system,1409,3
use barcode scanning equipment,3983,1
select tree felling methods,6204,1
curdling of cheese,4160,2
use rigging equipment,553,3
develop automated migration methods,3102,1
machinery products,1545,3
analyse medication's impact on brain,4461,1
manage budgets,1237,3
manage factory operations,3103,1
communicate performance aspects,3104,1
medical devices materials,3170,2
types of table saws,1832,3
conduct research before survey,399,4
maintain crane equipment,1782,3
manage vessel fleet,1589,4
coffeescript,2394,1
lay out digital written content,2577,1
contribute to development of biometric systems,4548,2
draft design specifications,2181,2
monitor recommendation follow-up,6218,1
smed,1232,1
maintain control systems for automated equipment,366,2
manage grape harvest,916,4
devise tailor-made tourism itineraries,4429,1
compile detailed collection inventory,1554,1
work with virtual learning environments,6382,1
monitor patient's health condition,2017,3
advise policy makers in healthcare,1476,3
remove glass from windows,3111,1
use precision tools,510,3
evaluate cultural venue visitor needs,4030,2
apply methods for footwear and leather goods manufacturing,2622,4
write database documentation,6735,1
sell weapons,1381,2
apply business acumen,3115,1
dietary regimes,3340,2
check sensorial parameters of oils and fats,1992,1
mining sector policies,3958,1
mark film reels,932,3
perform tungsten inert gas welding,7092,2
liaise with celebrities,3114,1
prepare vehicle trim,6477,1
perform tram equipment checks,806,3
ventilation systems,7,6
demonstrate professional attitude to clients,1770,1
prepare mixed beverages,1683,2
advise aircraft in hazardous conditions,3316,1
provide support in financial calculation,8788,1
perform loading and unloading operations,6244,1
follow detailed procedures for relocating specific goods,519,3
urban planning law,2291,2
define ict network design policies,1561,1
multimodal transport logistics,24,2
digitise documents,3126,1
organize chemical reagents,2720,1
report accounts of the professional activity,3006,1
select photos,3128,1
news analytics,6381,1
develop professional network,5655,2
ensure price competitiveness,2702,1
kinetics,3127,1
restorative justice,3481,1
consider economic criteria in decision making,3129,1
develop advanced materials,3520,2
electrical equipment components,1836,2
maintain grading equipment,7104,1
vbscript,6266,1
provide high quality customer service,1018,4
assist social service users in formulating complaints,3132,1
heed the altering anodising properties,7218,2
create furniture frames,634,2
design musical events involving patients,1757,2
nanoelectronics,3134,1
finish barrels,1758,3
keep up with digital transformation of industrial processes,6271,1
sql,2230,2
remove film negatives from processing machine,3135,1
maintain amusement park attractions,1087,2
test circuitry,1411,5
operate 3d computer graphics software,5258,1
prepare market research reports,3598,3
develop criminology theories,2803,2
train operators in using mine machinery,4316,1
brush solvent,3955,1
practise flying movements,3709,3
diagnose brain death,3060,1
create insurance policies,117,7
continuum mechanics,3140,1
perform puja,1565,1
understand written chinese,930,3
create original paintings,2934,2
organise job search workshops,7132,1
occupational science,3626,4
electromagnetism,1860,2
maintain quality of pool water,736,2
car controls,3836,1
interpret languages in live broadcasting shows,4238,1
conduct research on climate processes,6292,1
work in an organised manner,3865,1
understand written spanish,307,3
moderate a debate,2782,2
use electronic health records in nursing,4562,2
types of pottery material,2894,2
tissue cytogenetics,6279,1
tennis,1795,3
implement a management system,1526,2
tracking principles,6301,1
sexual disorders,3273,1
cameras,5902,1
issue official documents,3763,1
international human rights law,2176,2
pultrusion process,1493,1
regulate steam pressure,8139,2
tend paint mixer,6302,1
stamp refractory products,6311,1
clean particular areas manually,1987,1
prepare bills of lading,3185,1
trace people,1986,1
maintain storage facilities,1590,3
adjust surveying equipment,4028,1
interact verbally in italian,1157,4
refer healthcare users,396,3
ethical hacking principles,6369,1
monitor water quality,1499,3
combined heat and power generation,1726,3
coordinate orders from various suppliers,2132,1
create lasts for footwear,2658,1
weigh leaf quantity per cigar,3138,1
collect industrial waste,58,3
assemble ammunition,3201,2
promote education course,2747,2
provide conservation advice,4306,4
transfer uncut audiovisual material to computer,2549,2
interact verbally in spanish,1071,5
develop recycling programs,2281,2
provide advocacy interpreting services,1910,1
describe the financial situation of a region,6334,1
develop mechatronic test procedures,1549,2
signal box parts,1221,2
protect window frames,3819,1
smart contract programming languages,6325,1
manage fitness goals,3162,1
monitor satellites,6327,1
manage healthcare users' data,3,5
scientific research methodology,598,3
implement hedging strategies for clients,6330,1
perform mystery shopping,6376,1
use glass engraving tools,6332,1
cut filament,3165,1
assemble truss constructions,3150,1
maintain core parts,1504,1
use cooking techniques,515,3
test medicinal products,2863,2
apply preliminary treatment to workpieces,6336,1
develop wildlife programs,1823,5
health technology assessment,1281,1
operate paper winding machine,2360,2
clean ships,1243,1
conduct underwater surveys,1207,2
utilise decision support system,675,2
limit load to prevent damage,4458,1
perform cleaning duties,1865,4
design transportation systems,1900,2
provide health psychological analysis,1489,4
follow airport safety procedures,739,5
differentiate types of packages,3086,1
apply teaching strategies,757,3
assist in will writing,6395,1
"maxillo-facial, oral, and dental surgery",2070,2
perform account allocation,1132,2
communicate with local residents,2646,1
analyse bestsellers,6675,1
international waterways,3732,2
paper chemistry,6368,1
drive motor vehicle prototypes,6350,1
adjust jewellery,6351,1
hazardous freight regulations,814,2
maintain records of phone calls,1793,1
paint surfaces,2223,2
information categorisation,6737,1
motivate others,6349,1
manage data,1429,2
assess employees' capability levels,6358,1
family law,2210,1
calculate fuel sales from pumps,3190,1
manage habitats,2023,2
optimise production,1350,2
metalogic,2712,1
ensure safety of mobile electrical systems,3484,2
improve safety of medicines,1653,4
implement exercise activities for animals,6676,1
office equipment,545,3
conduct quality assurance checks on aircraft cargo,3180,1
log changes in choreography,3189,1
assemble electrical components,2081,3
conduct beamhouse operations,1178,2
place orders for textile materials,1974,2
employ habitat survey techniques,3485,1
monitor conditions affecting train movement,6366,1
cam software,3620,2
operate bulldozer,3182,1
commission evaluation,2926,1
follow procedures in the event of an alarm,3183,1
handle veterinary patients,319,6
manage time in tourism,6370,1
feed fertilizer mixer,2604,2
set import export strategies,1930,3
handle chemicals,720,4
develop project schedule,1742,2
plan resource allocation,2612,2
synthetic fertilisers,2313,3
tend cnc drilling machine,1852,2
prepare shipments in time,3186,1
check compatibility of materials,3187,1
consumer protection,1602,3
comply with legislation related to health care,621,3
report mine machinery repairs,3032,1
study relevant writing,6496,1
monitor drivers,6399,1
study traffic flow,403,3
migrate existing data,933,1
negotiate with key stakeholders in the automotive retail sector,5044,1
inspect tax returns,6850,2
identify cause of nutritional imbalance,2832,1
apply blended learning,2932,1
inspect toys and games for damage,3270,1
prepare horoscopes,2319,2
autism,2848,1
rust proofing spray gun parts,5772,2
video conferencing tool,3194,1
types of perforating machines,2108,2
foster relationships with various types of carrier,6416,1
handle patient trauma,4682,2
write luxembourgish,146,4
mobile device software frameworks,1552,1
assemble insulating glazing units,3197,1
operate insertion mount machine,6719,1
